LabelID,ProdCode,DonorId,ConsentForEducation,ConsentForResearch,Italy_1,Ltd_Intl_Distrb_Only,OkForInternational,USA_Distribution,OkForAustralia
30530147,ZCN012,101103923,1,1,0,0,0,1,0
30530156,ZCN012,101103923,1,1,0,0,0,1,0
30530159,ZCN012,101103923,1,1,0,0,0,1,0
30530160,ZCN012,101103923,1,1,0,0,0,1,0
30530161,ZCN012,101103923,1,1,0,0,0,1,0
30530162,ZCN012,101103923,1,1,0,0,0,1,0
30530174,ZCN012,101103923,1,1,0,0,0,1,0
30530177,ZCN012,101103923,1,1,0,0,0,1,0
30530183,ZCN012,101103923,1,1,0,0,0,1,0
30530193,ZCN012,101103923,1,1,0,0,0,1,0
30532864,ZCN012,101102126,1,1,0,0,0,1,0
30532872,ZCN012,101102126,1,1,0,0,0,1,0
30533010,ZCN012,101102126,1,1,0,0,0,1,0
30533016,ZCN012,101102126,1,1,0,0,0,1,0
30533048,ZCN012,101102126,1,1,0,0,0,1,0
30535048,ZCN012,101102126,1,1,0,0,0,1,0
30535049,ZCN012,101102126,1,1,0,0,0,1,0
30535067,ZCN012,101102126,1,1,0,0,0,1,0
30536237,ZCN012,101104032,1,1,1,0,1,1,1
30537414,ZCN012,101103761,1,1,0,0,1,1,1
30537415,ZCN012,101103761,1,1,0,0,1,1,1
30537421,ZCN012,101103603,1,1,0,0,0,1,0
30537424,ZCN012,101103603,1,1,0,0,0,1,0
30537445,ZCN012,101103603,1,1,0,0,0,1,0
30537680,ZCN012,101104066,0,0,0,0,0,1,0
30537681,ZCN012,101104066,0,0,0,0,0,1,0
30537682,ZCN012,101104066,0,0,0,0,0,1,0
30537683,ZCN012,101104066,0,0,0,0,0,1,0
30537684,ZCN012,101104066,0,0,0,0,0,1,0
30537685,ZCN012,101104066,0,0,0,0,0,1,0
30537686,ZCN012,101104066,0,0,0,0,0,1,0
30537687,ZCN012,101104066,0,0,0,0,0,1,0
30537688,ZCN012,101104066,0,0,0,0,0,1,0
30537689,ZCN012,101104066,0,0,0,0,0,1,0
30537690,ZCN012,101104066,0,0,0,0,0,1,0
30537691,ZCN012,101104066,0,0,0,0,0,1,0
30537692,ZCN012,101104066,0,0,0,0,0,1,0
30537693,ZCN012,101104066,0,0,0,0,0,1,0
30537694,ZCN012,101104066,0,0,0,0,0,1,0
30537695,ZCN012,101104066,0,0,0,0,0,1,0
30537696,ZCN012,101104066,0,0,0,0,0,1,0
30537697,ZCN012,101104066,0,0,0,0,0,1,0
30537699,ZCN012,101104066,0,0,0,0,0,1,0
30537700,ZCN012,101104066,0,0,0,0,0,1,0
30537701,ZCN012,101104066,0,0,0,0,0,1,0
30537702,ZCN012,101104066,0,0,0,0,0,1,0
30537703,ZCN012,101104066,0,0,0,0,0,1,0
30537741,ZCN012,101103603,1,1,0,0,0,1,0
30537742,ZCN012,101103603,1,1,0,0,0,1,0
30538147,ZCN012,101103761,1,1,0,0,1,1,1
30538148,ZCN012,101103761,1,1,0,0,1,1,1
30538194,ZCN012,101103761,1,1,0,0,1,1,1
30538201,ZCN012,101103761,1,1,0,0,1,1,1
30538204,ZCN012,101103761,1,1,0,0,1,1,1
30538205,ZCN012,101103761,1,1,0,0,1,1,1
30538207,ZCN012,101103761,1,1,0,0,1,1,1
30538232,ZCN012,101104066,0,0,0,0,0,1,0
30538233,ZCN012,101104066,0,0,0,0,0,1,0
30538234,ZCN012,101104066,0,0,0,0,0,1,0
30538235,ZCN012,101104066,0,0,0,0,0,1,0
30538236,ZCN012,101104066,0,0,0,0,0,1,0
30538237,ZCN012,101104066,0,0,0,0,0,1,0
30538238,ZCN012,101104066,0,0,0,0,0,1,0
30538239,ZCN012,101104066,0,0,0,0,0,1,0
30538240,ZCN012,101104066,0,0,0,0,0,1,0
30538241,ZCN012,101104066,0,0,0,0,0,1,0
30538242,ZCN012,101104066,0,0,0,0,0,1,0
30538243,ZCN012,101104066,0,0,0,0,0,1,0
30538244,ZCN012,101104066,0,0,0,0,0,1,0
30538245,ZCN012,101104066,0,0,0,0,0,1,0
30538246,ZCN012,101104066,0,0,0,0,0,1,0
30538247,ZCN012,101104066,0,0,0,0,0,1,0
30538248,ZCN012,101104066,0,0,0,0,0,1,0
30538249,ZCN012,101104066,0,0,0,0,0,1,0
30538250,ZCN012,101104066,0,0,0,0,0,1,0
30538251,ZCN012,101104066,0,0,0,0,0,1,0
30538253,ZCN012,101104066,0,0,0,0,0,1,0
30538254,ZCN012,101104066,0,0,0,0,0,1,0
30538255,ZCN012,101104066,0,0,0,0,0,1,0
30541187,ZCN012,101103350,1,1,0,0,1,1,1
30541338,ZCN012,101103350,1,1,0,0,1,1,1
30541358,ZCN012,101103761,1,1,0,0,1,1,1
30541359,ZCN012,101103761,1,1,0,0,1,1,1
30552140,ZCN012,101104255,1,1,0,0,0,1,0
30552141,ZCN012,101104255,1,1,0,0,0,1,0
30552142,ZCN012,101104255,1,1,0,0,0,1,0
30552143,ZCN012,101104255,1,1,0,0,0,1,0
30552144,ZCN012,101104255,1,1,0,0,0,1,0
30552145,ZCN012,101104255,1,1,0,0,0,1,0
30552146,ZCN012,101104255,1,1,0,0,0,1,0
30552147,ZCN012,101104255,1,1,0,0,0,1,0
30567126,ZCN012,101104596,0,0,0,0,1,1,0
30567127,ZCN012,101104596,0,0,0,0,1,1,0
30567128,ZCN012,101104596,0,0,0,0,1,1,0
30567131,ZCN012,101104596,0,0,0,0,1,1,0
30567133,ZCN012,101104596,0,0,0,0,1,1,0
30567134,ZCN012,101104596,0,0,0,0,1,1,0
30567135,ZCN012,101104596,0,0,0,0,1,1,0
30567136,ZCN012,101104596,0,0,0,0,1,1,0
30567138,ZCN012,101104596,0,0,0,0,1,1,0
30567140,ZCN012,101104596,0,0,0,0,1,1,0
30567144,ZCN012,101104596,0,0,0,0,1,1,0
30567145,ZCN012,101104596,0,0,0,0,1,1,0
30567146,ZCN012,101104596,0,0,0,0,1,1,0
30567147,ZCN012,101104596,0,0,0,0,1,1,0
30567412,ZCN012,101104596,0,0,0,0,1,1,0
30567413,ZCN012,101104596,0,0,0,0,1,1,0
30567414,ZCN012,101104596,0,0,0,0,1,1,0
30567416,ZCN012,101104596,0,0,0,0,1,1,0
30567417,ZCN012,101104596,0,0,0,0,1,1,0
30567419,ZCN012,101104596,0,0,0,0,1,1,0
30567420,ZCN012,101104596,0,0,0,0,1,1,0
30567421,ZCN012,101104596,0,0,0,0,1,1,0
30567424,ZCN012,101104596,0,0,0,0,1,1,0
30567426,ZCN012,101104596,0,0,0,0,1,1,0
30582512,ZCN012,101104712,0,0,0,0,1,1,1
30582513,ZCN012,101104712,0,0,0,0,1,1,1
30582514,ZCN012,101104712,0,0,0,0,1,1,1
30582515,ZCN012,101104712,0,0,0,0,1,1,1
30582516,ZCN012,101104712,0,0,0,0,1,1,1
30582517,ZCN012,101104712,0,0,0,0,1,1,1
30582520,ZCN012,101104712,0,0,0,0,1,1,1
30582521,ZCN012,101104712,0,0,0,0,1,1,1
30582522,ZCN012,101104712,0,0,0,0,1,1,1
30582523,ZCN012,101104712,0,0,0,0,1,1,1
30582524,ZCN012,101104712,0,0,0,0,1,1,1
30582525,ZCN012,101104712,0,0,0,0,1,1,1
30582526,ZCN012,101104712,0,0,0,0,1,1,1
30582527,ZCN012,101104712,0,0,0,0,1,1,1
30582528,ZCN012,101104712,0,0,0,0,1,1,1
30582529,ZCN012,101104712,0,0,0,0,1,1,1
30582530,ZCN012,101104712,0,0,0,0,1,1,1
30582533,ZCN012,101104712,0,0,0,0,1,1,1
30582534,ZCN012,101104712,0,0,0,0,1,1,1
30582535,ZCN012,101104712,0,0,0,0,1,1,1
30582536,ZCN012,101104712,0,0,0,0,1,1,1
30582537,ZCN012,101104712,0,0,0,0,1,1,1
30582538,ZCN012,101104712,0,0,0,0,1,1,1
30582539,ZCN012,101104712,0,0,0,0,1,1,1
30582540,ZCN012,101104712,0,0,0,0,1,1,1
30582541,ZCN012,101104712,0,0,0,0,1,1,1
30582542,ZCN012,101104712,0,0,0,0,1,1,1
30582543,ZCN012,101104712,0,0,0,0,1,1,1
30582544,ZCN012,101104712,0,0,0,0,1,1,1
30582545,ZCN012,101104712,0,0,0,0,1,1,1
30582546,ZCN012,101104712,0,0,0,0,1,1,1
30582547,ZCN012,101104712,0,0,0,0,1,1,1
30582548,ZCN012,101104712,0,0,0,0,1,1,1
30582549,ZCN012,101104712,0,0,0,0,1,1,1
30582550,ZCN012,101104712,0,0,0,0,1,1,1
30582551,ZCN012,101104712,0,0,0,0,1,1,1
30582552,ZCN012,101104712,0,0,0,0,1,1,1
30582553,ZCN012,101104712,0,0,0,0,1,1,1
30582554,ZCN012,101104712,0,0,0,0,1,1,1
30582555,ZCN012,101104712,0,0,0,0,1,1,1
30582556,ZCN012,101104712,0,0,0,0,1,1,1
30582557,ZCN012,101104712,0,0,0,0,1,1,1
30582558,ZCN012,101104712,0,0,0,0,1,1,1
30582559,ZCN012,101104712,0,0,0,0,1,1,1
30582584,ZCN012,101104521,1,1,1,0,1,1,0
30582585,ZCN012,101104521,1,1,1,0,1,1,0
30582586,ZCN012,101104521,1,1,1,0,1,1,0
30582587,ZCN012,101104521,1,1,1,0,1,1,0
30582588,ZCN012,101104521,1,1,1,0,1,1,0
30582589,ZCN012,101104521,1,1,1,0,1,1,0
30582590,ZCN012,101104521,1,1,1,0,1,1,0
30582591,ZCN012,101104521,1,1,1,0,1,1,0
30582592,ZCN012,101104521,1,1,1,0,1,1,0
30582593,ZCN012,101104521,1,1,1,0,1,1,0
30582594,ZCN012,101104521,1,1,1,0,1,1,0
30582595,ZCN012,101104521,1,1,1,0,1,1,0
30582596,ZCN012,101104521,1,1,1,0,1,1,0
30582597,ZCN012,101104521,1,1,1,0,1,1,0
30582598,ZCN012,101104521,1,1,1,0,1,1,0
30582600,ZCN012,101104521,1,1,1,0,1,1,0
30582601,ZCN012,101104521,1,1,1,0,1,1,0
30582602,ZCN012,101104521,1,1,1,0,1,1,0
30582603,ZCN012,101104521,1,1,1,0,1,1,0
30582605,ZCN012,101104521,1,1,1,0,1,1,0
30582606,ZCN012,101104521,1,1,1,0,1,1,0
30582607,ZCN012,101104521,1,1,1,0,1,1,0
30582632,ZCN012,101105049,1,1,0,0,0,1,0
30582634,ZCN012,101105049,1,1,0,0,0,1,0
30582635,ZCN012,101105049,1,1,0,0,0,1,0
30582636,ZCN012,101105049,1,1,0,0,0,1,0
30582638,ZCN012,101105049,1,1,0,0,0,1,0
30582639,ZCN012,101105049,1,1,0,0,0,1,0
30582640,ZCN012,101105049,1,1,0,0,0,1,0
30582641,ZCN012,101105049,1,1,0,0,0,1,0
30582642,ZCN012,101105049,1,1,0,0,0,1,0
30582644,ZCN012,101105049,1,1,0,0,0,1,0
30582645,ZCN012,101105049,1,1,0,0,0,1,0
30582647,ZCN012,101105049,1,1,0,0,0,1,0
30582648,ZCN012,101105049,1,1,0,0,0,1,0
30582650,ZCN012,101105049,1,1,0,0,0,1,0
30582651,ZCN012,101105049,1,1,0,0,0,1,0
30582652,ZCN012,101105049,1,1,0,0,0,1,0
30582653,ZCN012,101105049,1,1,0,0,0,1,0
30582654,ZCN012,101105049,1,1,0,0,0,1,0
30582655,ZCN012,101105049,1,1,0,0,0,1,0
30582656,ZCN012,101105049,1,1,0,0,0,1,0
30582661,ZCN012,101105049,1,1,0,0,0,1,0
30582662,ZCN012,101105049,1,1,0,0,0,1,0
30582663,ZCN012,101105049,1,1,0,0,0,1,0
30582664,ZCN012,101105049,1,1,0,0,0,1,0
30582667,ZCN012,101105049,1,1,0,0,0,1,0
30582668,ZCN012,101105049,1,1,0,0,0,1,0
30582671,ZCN012,101105049,1,1,0,0,0,1,0
30582673,ZCN012,101105049,1,1,0,0,0,1,0
30582674,ZCN012,101105049,1,1,0,0,0,1,0
30582677,ZCN012,101105049,1,1,0,0,0,1,0
30582678,ZCN012,101105049,1,1,0,0,0,1,0
30587381,ZCN012,101095026,1,1,0,0,1,1,0
30587895,ZCN012,101102870,1,1,0,0,1,1,1
30587898,ZCN012,101102870,1,1,0,0,1,1,1
30587900,ZCN012,101102870,1,1,0,0,1,1,1
30587902,ZCN012,101102870,1,1,0,0,1,1,1
30587903,ZCN012,101102870,1,1,0,0,1,1,1
30588071,ZCN012,101105005,1,1,0,0,0,1,0
30588444,ZCN012,101104817,1,1,0,0,1,1,0
30588446,ZCN012,101104817,1,1,0,0,1,1,0
30588461,ZCN012,101104817,1,1,0,0,1,1,0
30588504,ZCN012,101104817,1,1,0,0,1,1,0
30588508,ZCN012,101104817,1,1,0,0,1,1,0
30588514,ZCN012,101104817,1,1,0,0,1,1,0
30588515,ZCN012,101104817,1,1,0,0,1,1,0
30588519,ZCN012,101102870,1,1,0,0,1,1,1
30588534,ZCN012,101102870,1,1,0,0,1,1,1
30588537,ZCN012,101102870,1,1,0,0,1,1,1
30588615,ZCN012,101105005,1,1,0,0,0,1,0
30588617,ZCN012,101105005,1,1,0,0,0,1,0
30588619,ZCN012,101105005,1,1,0,0,0,1,0
30588621,ZCN012,101105005,1,1,0,0,0,1,0
30588623,ZCN012,101105005,1,1,0,0,0,1,0
30588628,ZCN012,101105005,1,1,0,0,0,1,0
30588633,ZCN012,101105005,1,1,0,0,0,1,0
30588635,ZCN012,101105005,1,1,0,0,0,1,0
30588644,ZCN012,101102870,1,1,0,0,1,1,1
30588675,ZCN012,101105005,1,1,0,0,0,1,0
30588891,ZCN012,101103525,0,0,0,0,0,1,0
30588894,ZCN012,101103525,0,0,0,0,0,1,0
30588909,ZCN012,101103525,0,0,0,0,0,1,0
30588911,ZCN012,101103525,0,0,0,0,0,1,0
30588922,ZCN012,101103525,0,0,0,0,0,1,0
30588923,ZCN012,101103525,0,0,0,0,0,1,0
30589129,ZCN012,101103525,0,0,0,0,0,1,0
30589131,ZCN012,101103525,0,0,0,0,0,1,0
30589132,ZCN012,101103525,0,0,0,0,0,1,0
30589137,ZCN012,101103525,0,0,0,0,0,1,0
30589139,ZCN012,101103525,0,0,0,0,0,1,0
30589192,ZCN012,101103525,0,0,0,0,0,1,0
30589205,ZCN012,101102870,1,1,0,0,1,1,1
30589208,ZCN012,101102870,1,1,0,0,1,1,1
30589224,ZCN012,101104817,1,1,0,0,1,1,0
30589226,ZCN012,101104817,1,1,0,0,1,1,0
30589228,ZCN012,101104817,1,1,0,0,1,1,0
30589233,ZCN012,101104817,1,1,0,0,1,1,0
30605113,ZCN012,101104706,0,0,0,0,1,1,0
30605392,ZCN012,101104706,0,0,0,0,1,1,0
30605394,ZCN012,101104706,0,0,0,0,1,1,0
30605444,ZCN012,101104706,0,0,0,0,1,1,0
30605547,ZCN012,101103979,0,0,0,0,0,1,1
30605551,ZCN012,101103979,0,0,0,0,0,1,1
30605552,ZCN012,101103979,0,0,0,0,0,1,1
30605588,ZCN012,101102823,1,1,1,0,1,1,1
30605593,ZCN012,101102823,1,1,1,0,1,1,1
30605594,ZCN012,101102823,1,1,1,0,1,1,1
30605595,ZCN012,101102823,1,1,1,0,1,1,1
30605596,ZCN012,101102823,1,1,1,0,1,1,1
30605598,ZCN012,101102823,1,1,1,0,1,1,1
30605600,ZCN012,101102823,1,1,1,0,1,1,1
30605602,ZCN012,101102823,1,1,1,0,1,1,1
30605604,ZCN012,101102823,1,1,1,0,1,1,1
30605605,ZCN012,101102823,1,1,1,0,1,1,1
30605609,ZCN012,101102823,1,1,1,0,1,1,1
30605670,ZCN012,101103979,0,0,0,0,0,1,1
30605675,ZCN012,101103979,0,0,0,0,0,1,1
30605681,ZCN012,101103979,0,0,0,0,0,1,1
30605684,ZCN012,101102823,1,1,1,0,1,1,1
30605688,ZCN012,101102823,1,1,1,0,1,1,1
30605699,ZCN012,101102823,1,1,1,0,1,1,1
30605701,ZCN012,101102823,1,1,1,0,1,1,1
30605703,ZCN012,101102823,1,1,1,0,1,1,1
30605704,ZCN012,101102823,1,1,1,0,1,1,1
30605705,ZCN012,101102823,1,1,1,0,1,1,1
30605707,ZCN012,101102823,1,1,1,0,1,1,1
30605780,ZCN012,101102823,1,1,1,0,1,1,1
30605782,ZCN012,101102823,1,1,1,0,1,1,1
30605784,ZCN012,101102823,1,1,1,0,1,1,1
30605787,ZCN012,101102823,1,1,1,0,1,1,1
30605789,ZCN012,101102823,1,1,1,0,1,1,1
30605792,ZCN012,101102823,1,1,1,0,1,1,1
30605793,ZCN012,101102823,1,1,1,0,1,1,1
30605795,ZCN012,101102823,1,1,1,0,1,1,1
30605801,ZCN012,101102823,1,1,1,0,1,1,1
30605802,ZCN012,101102823,1,1,1,0,1,1,1
30605803,ZCN012,101102823,1,1,1,0,1,1,1
30605886,ZCN012,101103979,0,0,0,0,0,1,1
30605894,ZCN012,101103979,0,0,0,0,0,1,1
30608468,ZCN012,101104673,1,1,1,0,1,1,1
30608469,ZCN012,101104673,1,1,1,0,1,1,1
30608470,ZCN012,101104673,1,1,1,0,1,1,1
30608471,ZCN012,101104673,1,1,1,0,1,1,1
30608472,ZCN012,101104673,1,1,1,0,1,1,1
30608473,ZCN012,101104673,1,1,1,0,1,1,1
30608474,ZCN012,101104673,1,1,1,0,1,1,1
30608476,ZCN012,101104673,1,1,1,0,1,1,1
30608477,ZCN012,101104673,1,1,1,0,1,1,1
30608478,ZCN012,101104673,1,1,1,0,1,1,1
30608479,ZCN012,101104673,1,1,1,0,1,1,1
30608480,ZCN012,101104673,1,1,1,0,1,1,1
30608481,ZCN012,101104673,1,1,1,0,1,1,1
30608482,ZCN012,101104673,1,1,1,0,1,1,1
30608483,ZCN012,101104673,1,1,1,0,1,1,1
30608484,ZCN012,101104673,1,1,1,0,1,1,1
30608485,ZCN012,101104673,1,1,1,0,1,1,1
30609175,ZCN012,101105049,1,1,0,0,0,1,0
30609241,ZCN012,101104440,1,1,0,0,1,1,0
30609244,ZCN012,101104440,1,1,0,0,1,1,0
30609248,ZCN012,101104440,1,1,0,0,1,1,0
30609251,ZCN012,101104440,1,1,0,0,1,1,0
30609257,ZCN012,101104440,1,1,0,0,1,1,0
30609406,ZCN012,101104933,1,1,1,0,1,1,1
30609407,ZCN012,101104933,1,1,1,0,1,1,1
30609408,ZCN012,101104933,1,1,1,0,1,1,1
30609411,ZCN012,101104933,1,1,1,0,1,1,1
30609412,ZCN012,101104933,1,1,1,0,1,1,1
30609413,ZCN012,101104933,1,1,1,0,1,1,1
30609414,ZCN012,101104933,1,1,1,0,1,1,1
30609504,ZCN012,101103185,0,0,1,0,1,1,1
30609510,ZCN012,101103185,0,0,1,0,1,1,1
30609513,ZCN012,101103185,0,0,1,0,1,1,1
30609518,ZCN012,101103185,0,0,1,0,1,1,1
30609519,ZCN012,101103185,0,0,1,0,1,1,1
30609521,ZCN012,101103185,0,0,1,0,1,1,1
30609523,ZCN012,101103185,0,0,1,0,1,1,1
30609548,ZCN012,101103185,0,0,1,0,1,1,1
30609552,ZCN012,101103185,0,0,1,0,1,1,1
30609555,ZCN012,101103185,0,0,1,0,1,1,1
30609562,ZCN012,101103185,0,0,1,0,1,1,1
30609563,ZCN012,101103185,0,0,1,0,1,1,1
30609570,ZCN012,101103185,0,0,1,0,1,1,1
30609572,ZCN012,101103185,0,0,1,0,1,1,1
30609581,ZCN012,101103185,0,0,1,0,1,1,1
30609584,ZCN012,101103185,0,0,1,0,1,1,1
30609712,ZCN012,101104933,1,1,1,0,1,1,1
30609713,ZCN012,101104933,1,1,1,0,1,1,1
30609714,ZCN012,101104933,1,1,1,0,1,1,1
30609718,ZCN012,101104933,1,1,1,0,1,1,1
30609719,ZCN012,101104933,1,1,1,0,1,1,1
30609720,ZCN012,101104933,1,1,1,0,1,1,1
30609726,ZCN012,101104933,1,1,1,0,1,1,1
30609728,ZCN012,101104933,1,1,1,0,1,1,1
30609733,ZCN012,101104933,1,1,1,0,1,1,1
30609737,ZCN012,101104933,1,1,1,0,1,1,1
30609839,ZCN012,101104673,1,1,1,0,1,1,1
30609840,ZCN012,101104673,1,1,1,0,1,1,1
30609841,ZCN012,101104673,1,1,1,0,1,1,1
30609842,ZCN012,101104673,1,1,1,0,1,1,1
30609843,ZCN012,101104673,1,1,1,0,1,1,1
30609844,ZCN012,101104673,1,1,1,0,1,1,1
30609845,ZCN012,101104673,1,1,1,0,1,1,1
30609846,ZCN012,101104673,1,1,1,0,1,1,1
30609847,ZCN012,101104673,1,1,1,0,1,1,1
30609848,ZCN012,101104673,1,1,1,0,1,1,1
30609849,ZCN012,101104673,1,1,1,0,1,1,1
30609850,ZCN012,101104673,1,1,1,0,1,1,1
30609851,ZCN012,101104673,1,1,1,0,1,1,1
30609852,ZCN012,101104673,1,1,1,0,1,1,1
